tweet_id,S1,S2,S3,S4,S5,Sum,Ground_Truth
2017933726874017990,1,1,1,1,1,5,1
2014899500637405285,1,1,1,1,1,5,1
2011633533467713645,1,1,1,1,1,5,1
2010948712051458433,1,1,1,1,1,5,1
2008426290500800696,1,1,1,1,1,5,1
2007492366555590687,1,1,1,1,1,5,1
2008425929564197371,1,1,1,1,1,5,1
2006973497323725092,1,1,1,1,1,5,1
2008020575571284127,1,1,1,1,1,5,1
2008430782487162935,1,1,1,1,1,5,1
2008497172036415875,1,1,1,1,1,5,1
2005131772712116326,1,1,1,1,1,5,1
2003107623168852325,1,1,1,1,1,5,1
2002965387433099775,1,1,1,1,1,5,1
2003329718691799525,1,0,1,1,1,4,1
1999476248964387298,1,0,1,1,1,4,1
1997524942787837964,1,1,1,1,1,5,1
1996789709683786223,1,1,1,1,1,5,1
1996782755682861281,1,1,1,1,1,5,1
1997529805278040538,1,1,1,1,1,5,1
1996422096394887383,1,1,1,1,1,5,1
1994968083434496042,1,1,1,1,1,5,1
1994960956414464428,1,1,1,1,1,5,1
1994604262735974636,1,1,1,1,1,5,1
1994956025020260489,1,0,1,1,1,4,1
1993145549202375074,1,1,1,1,1,5,1
1993183364338364483,1,1,1,1,1,5,1
1992095696321917334,1,1,1,1,1,5,1
1991356325381497234,1,1,1,1,1,5,1
1991733314915561669,1,1,1,1,1,5,1
1991733813806874854,1,1,1,1,1,5,1
1992232099081048150,1,1,1,1,1,5,1
1989922628493045961,1,1,1,1,1,5,1
1989199996617740401,1,1,1,1,1,5,1
1989199316045689266,1,0,1,1,1,4,1
1989516438798057867,1,1,1,1,1,5,1
1986962246099214414,1,1,1,1,1,5,1
1987724868994138430,1,1,1,1,1,5,1
1987358217148788858,1,1,1,1,1,5,1
1987385914063265851,0,1,1,1,1,4,1
1986300131134808325,1,1,1,1,1,5,1
1984850855749996771,1,1,1,1,1,5,1
1984615952819109913,1,1,1,1,1,5,1
1984490149607321796,1,1,1,1,1,5,1
2033332220212232195,0,1,1,1,1,4,1
2033332072014885212,0,1,1,1,1,4,1
2033331775217500506,1,1,1,1,1,5,1
2033329692519108732,1,1,1,1,1,5,1
2033328852756541521,1,1,1,1,1,5,1
2033328446416490591,1,1,1,1,1,5,1
2033327185176723566,1,1,1,1,1,5,1
2033325534256759131,1,1,1,1,1,5,1
2033325110762066161,1,1,1,1,1,5,1
2033324998149226906,0,1,1,1,1,4,1
2033324827092906163,1,1,1,1,1,5,1
2033322601674895636,0,0,1,1,1,3,1
2033292559985111445,0,1,0,1,1,3,1
2033291396338368702,0,1,0,1,1,3,1
1976158698457501976,1,1,1,1,1,5,1
1976158009266143265,1,1,1,1,1,5,1
1976135385039229340,0,1,1,1,1,4,1
1976031880970633708,1,1,1,1,1,5,1
1975941977142362231,1,1,1,1,1,5,1
1975936314613903739,1,1,1,1,1,5,1
1975884548799115447,0,1,1,1,1,4,1
1975882927566360648,0,1,1,1,1,4,1
1975798217364361299,0,1,1,1,1,4,1
1975794548837368087,1,1,1,1,1,5,1
1975791776272425422,1,1,1,1,1,5,1
1975787961552875788,1,1,1,1,1,5,1
1975785985368858955,1,1,1,1,1,5,1
1975770694605807923,0,1,1,1,1,4,1
1975758950156148742,1,1,1,1,1,5,1
1975748994665009287,1,1,1,1,1,5,1
1975748920857743763,1,1,1,1,1,5,1
1975741231746719885,1,1,1,1,1,5,1
1975739496995168383,1,1,1,1,1,5,1
1975735732871569855,1,1,1,1,1,5,1
1975710931310289404,0,1,1,1,1,4,1
1975611779620483484,0,1,0,0,1,2,0
1975586822920307037,0,1,0,1,1,3,1
1974811552344912299,0,1,1,1,1,4,1
1974809494950420553,1,1,1,1,1,5,1
1974760221273981290,1,1,1,1,1,5,1
1974738824275362053,1,1,1,1,1,5,1
1974693859147043321,1,1,1,1,1,5,1
1974676734420349333,0,1,1,1,1,4,1
1974618388870881529,0,1,1,1,1,4,1
1974488524704596198,0,1,1,1,1,4,1
1974465083050013163,1,1,1,1,1,5,1
1974422024492871788,0,1,1,1,1,4,1
1974420594096828576,0,1,1,1,1,4,1
1974411398794105074,0,1,1,1,1,4,1
1974409579045044632,1,1,1,1,1,5,1
1974403340718219520,0,1,1,1,1,4,1
1974401389079236975,0,1,1,1,1,4,1
1974307082318065812,1,1,1,1,1,5,1
1974305588986458172,0,1,1,1,1,4,1
1974301999207506253,0,1,1,1,1,4,1
1974299948452855816,1,1,1,1,1,5,1
1974298622008414579,1,1,1,1,1,5,1
1974298324523233292,1,1,1,1,1,5,1
1975563412290814436,1,1,1,1,1,5,1
1975506319164473672,0,1,1,1,1,4,1
1975486260928999639,1,1,1,1,1,5,1
1975485114420510796,1,1,1,1,1,5,1
1975435932259287526,1,1,1,1,1,5,1
1975435399016436184,1,1,1,1,1,5,1
1975433928220754057,1,1,1,1,1,5,1
1975428145273778664,0,1,1,1,1,4,1
1975414037694537850,1,1,1,1,1,5,1
1975412314599006637,1,1,1,1,1,5,1
1975412189965218281,1,1,1,1,1,5,1
1975382181716631965,1,1,1,1,1,5,1
1975380064696213717,1,1,1,1,1,5,1
1975370315002986645,1,1,1,1,1,5,1
1975126215725097152,1,1,1,1,1,5,1
1975110930443952408,1,1,1,1,1,5,1
1975106528513572920,1,1,1,1,1,5,1
1975075608108703980,1,1,1,1,1,5,1
1975073451598807289,1,1,1,1,1,5,1
1975070955824374096,0,1,1,1,1,4,1
1975019214823149914,0,1,1,1,1,4,1
1975017385242525790,0,1,1,1,1,4,1
1975014370540437908,1,1,1,1,1,5,1
1975689096166318229,1,1,1,1,1,5,1
1979640875644080558,0,1,1,1,1,4,1
1975582563986252188,0,1,1,1,1,4,1
1976844586996973822,0,1,1,1,1,4,1
1978016983175049473,1,1,1,1,1,5,1
1975768541031977254,1,1,1,1,1,5,1
1976741365519466973,0,1,0,1,1,3,1
1977208816480727285,1,1,1,1,1,5,1
1977017492578222325,0,1,0,1,1,3,1
1976621546069438554,1,1,1,1,1,5,1
1976541779341324407,1,1,1,1,1,5,1
1977673743247024545,1,1,1,1,1,5,1
1976413339900313924,1,1,1,1,1,5,1
1976541515959894356,0,1,1,1,1,4,1
1979074806680031323,0,1,1,1,1,4,1
1979082252320485686,1,1,1,1,1,5,1
1979083625673928845,1,1,1,1,1,5,1
1978858840301904319,0,1,1,1,1,4,1
1975677836024238461,1,1,1,1,1,5,1
1975677620877754738,1,1,1,1,1,5,1
1975678342167752720,1,1,1,1,1,5,1
1975313808580354516,1,1,1,1,1,5,1
1975100129087787031,0,1,1,1,1,4,1
1975440057894117645,1,1,1,1,1,5,1
1974999845225333074,1,1,1,1,1,5,1
1975440118669582499,0,1,1,1,1,4,1
1977201823879716933,1,1,1,1,1,5,1
2033523294297796914,0,1,0,1,1,3,1
2009051013337186353,1,1,1,1,1,5,1
2022823019882918376,1,1,1,1,1,5,1
2032233272512823774,1,1,1,1,1,5,1
1975422407587602596,1,0,1,1,1,4,1
2016299894613606402,1,1,1,1,1,5,1
2033533905748599061,0,0,0,1,1,2,0
2033527810359431207,0,1,0,1,1,3,1
1978284558521921568,0,1,1,1,1,4,1
1978070579593789446,1,1,1,1,1,5,1
1978272027883565419,0,1,0,1,1,3,1
1977673986202017949,1,1,1,1,1,5,1
1977916626063540464,1,1,1,1,1,5,1
1976206593168756934,0,1,1,1,1,4,1
1973646392410382824,1,1,1,1,1,5,1
1973647198379536408,1,1,1,1,1,5,1
1973695009598922809,1,1,1,1,1,5,1
1973703719981318413,1,1,1,1,1,5,1
1973718000923750459,1,1,1,1,1,5,1
1973719838272135459,1,1,1,1,1,5,1
1973726253875380600,1,1,1,1,1,5,1
1973813905395982337,0,1,1,1,1,4,1
1973942869410071027,1,1,1,1,1,5,1
1973972262601806094,1,1,1,1,1,5,1
1973976306300727511,1,1,1,1,1,5,1
2033277287098171461,0,1,0,0,0,1,0
2033275829258453304,0,1,1,1,1,4,1
2033275586349814170,0,1,1,1,1,4,1
2033275391142760701,0,1,0,0,0,1,0
2033275389381144769,1,1,1,1,1,5,1
2033275313287999839,0,1,0,0,0,1,0
2033275206203277591,0,1,1,1,0,3,1
2033274615074857103,0,1,0,1,0,2,0
2033274402717200502,1,0,1,1,1,4,1
2033274222035050757,1,1,1,1,1,5,1
2033274188728090801,0,1,0,0,0,1,0
2033273735386395100,0,0,0,0,0,0,0
2033273549746770411,0,0,0,0,0,0,0
2033273430448198133,0,1,0,1,0,2,0
2033272967547998698,0,0,0,0,0,0,0
2033272939748130940,0,0,0,0,0,0,0
2033272868147171796,1,1,1,1,1,5,1
2033271585579401499,0,0,0,0,0,0,0
2033271540868153682,0,0,0,0,0,0,0
2033271432415973792,0,0,0,0,0,0,0
2033270474751541385,0,0,0,0,0,0,0
2033269520211771729,1,1,1,1,1,5,1
2033269463878078788,1,1,1,1,1,5,1
2033269384375095534,0,0,0,0,0,0,0
2033269206599544904,0,0,0,0,0,0,0
2033269073317154981,0,0,0,0,0,0,0
2031701164002283872,1,1,1,1,1,5,1
2033509289927827721,1,1,1,1,1,5,1
2033510127433892019,1,1,1,1,1,5,1
2033511727263023564,1,1,1,1,1,5,1
2033514189298483632,1,1,1,1,1,5,1
2033515941171253440,1,1,1,1,1,5,1
2033516098990362874,1,1,1,1,1,5,1
2033516943282712658,1,1,1,1,1,5,1
2018836895787290883,1,1,1,1,1,5,1
2009414475758358696,1,1,1,1,1,5,1
2009051978773700643,1,1,1,1,1,5,1
2007964639305564464,1,1,1,1,1,5,1
2030816780726514136,1,1,1,1,1,5,1
1975422300297306166,1,1,1,1,1,5,1
1975409400946041324,1,1,1,1,1,5,1
1975440169915547852,1,1,1,1,1,5,1
2007964857707253896,1,1,1,1,1,5,1
2016300015229272286,1,1,1,1,1,5,1
2008327271782732254,1,1,1,1,1,5,1
2030594433574633474,1,1,1,1,1,5,1
2031374717874221532,1,1,1,1,1,5,1
2031994949810655646,1,1,1,1,1,5,1
1975003207941357771,1,1,1,1,1,5,1
1975100975733162473,1,1,1,1,1,5,1
1976302125857775662,1,1,1,1,1,5,1
1977675052524220821,1,1,1,1,1,5,1
1977683736587350118,1,1,1,1,1,5,1
1977712716228841558,1,1,1,1,1,5,1
1977712856364666929,1,1,1,1,1,5,1
1977937399348183170,0,0,1,1,1,3,1
1977940514860347557,1,1,1,1,1,5,1
1977963577341583841,0,1,1,1,1,4,1
1977981708449534011,1,1,1,1,1,5,1
1978143294925238323,1,1,1,1,1,5,1
1978232685228126687,1,1,1,1,1,5,1
1978233947738804276,1,1,1,1,1,5,1
1978297792775766070,1,1,1,1,1,5,1
1978298989750505618,1,1,1,1,1,5,1
1978413897578070050,1,1,1,1,1,5,1
1978419108862402980,1,1,1,1,1,5,1
1978521718642659331,1,1,1,1,1,5,1
1976461849710481913,1,1,1,1,1,5,1
1976463735196881004,1,1,1,1,1,5,1
1976465271826284597,1,1,1,1,1,5,1
1976475806642958444,1,1,1,1,1,5,1
1976515535593730249,1,1,1,1,1,5,1
1976608905963946101,1,1,1,1,1,5,1
1976650478533628360,1,1,1,1,1,5,1
1977162301187805472,1,1,1,1,1,5,1
1977235525041111284,1,1,1,1,1,5,1
1977277039209332985,1,1,1,1,1,5,1
1978855599308677344,1,1,1,1,1,5,1
1978866608467558565,1,1,1,1,1,5,1
1979702606915412413,1,1,1,1,1,5,1
1979712364288286996,1,1,1,1,1,5,1
1979736277655364001,1,1,1,1,1,5,1
1973979530886074612,1,1,1,1,1,5,1
1974061618914078935,1,1,1,1,1,5,1
1974063995431891181,1,1,1,1,1,5,1
1972291943305797844,1,1,1,1,1,5,1
1973313936931033115,1,1,1,1,1,5,1
1973315863802790007,1,1,1,1,1,5,1
1973323900303061418,1,1,1,1,1,5,1
1973431804788088949,1,1,1,1,1,5,1
1973606874437308551,1,1,1,1,1,5,1
1974667886477312238,0,1,1,1,1,4,1
1974804583785587009,1,1,1,1,1,5,1
1977782598295564669,0,1,1,1,1,4,1
1975948493371146389,0,0,0,0,0,0,0
1918971274803462523,0,0,0,0,0,0,0
1918679321180594605,0,0,0,0,0,0,0
1890422946205782315,0,0,0,0,0,0,0
1890418203760767251,0,0,0,0,0,0,0
1890414361375551776,0,0,0,0,0,0,0
1890412763127701807,0,0,0,0,0,0,0
1890412426769641964,0,0,0,0,0,0,0
1890409944488309012,0,0,0,0,0,0,0
1890408065087803437,0,0,0,0,0,0,0
1890404192814043329,0,0,0,0,0,0,0
1890399138178609500,0,0,0,0,0,0,0
1890397777068183980,0,0,0,0,0,0,0
1890397749998158331,0,0,0,0,0,0,0
1890395697456759040,0,0,0,0,0,0,0
1890393783591661841,0,0,0,0,0,0,0
1890391629552386186,0,0,0,0,0,0,0
1890391124994412754,0,0,0,0,0,0,0
1890387381473177762,0,0,0,0,0,0,0
1890386849685709250,0,0,0,0,0,0,0
1890384302573052091,0,0,0,0,0,0,0
1890383490006274186,0,0,0,0,0,0,0
1890381787416744165,0,0,0,0,0,0,0
1890381636157517977,0,0,0,0,0,0,0
1890379333342019998,0,0,0,0,0,0,0
1890377283317256344,0,0,0,0,0,0,0
1890375222949228795,0,0,0,0,0,0,0
1890371159910174967,0,0,0,0,0,0,0
1890367019960168835,0,0,0,0,0,0,0
1890366158496268401,0,0,0,0,0,0,0
1890365287733637477,0,0,0,0,0,0,0
1890364005639684361,0,0,0,0,0,0,0
1890362466476978490,0,0,0,0,0,0,0
1890362063354044718,0,0,0,0,0,0,0
1890357675206078775,0,0,0,0,0,0,0
1890355929050140913,0,0,0,0,0,0,0
1890354709963104526,0,0,0,0,0,0,0
1890349400121094280,0,0,0,0,0,0,0
1890349397168259260,0,0,0,0,0,0,0
1890348610132308096,0,0,0,0,0,0,0
1890347901060083910,0,0,0,0,0,0,0
1890343086221390094,0,0,0,0,0,0,0
1890333980697714774,0,0,0,0,0,0,0
1890333344400900341,0,0,0,0,0,0,0
1890329966107132275,0,0,0,0,0,0,0
1890328727747215723,0,0,0,0,0,0,0
1890328453062205871,0,0,0,0,0,0,0
1890327811132379267,0,0,0,0,0,0,0
1890321929598562815,0,0,0,0,0,0,0
1890312829070188883,0,0,0,0,0,0,0
1890311898807070727,0,0,0,0,0,0,0
1890311497491915113,0,0,0,0,0,0,0
1890297309654909095,0,0,0,0,0,0,0
1890293826545488255,0,0,0,0,0,0,0
1890290874715894004,0,0,0,0,0,0,0
1890280950262820956,0,0,0,0,0,0,0
1890279187761754386,0,0,0,0,0,0,0
1890278395814244676,0,0,0,0,0,0,0
1890272830912446910,0,0,0,0,0,0,0
1890272650678923678,0,0,0,0,0,0,0
1890272327717572616,0,0,0,0,0,0,0
1890271698068599009,0,0,0,0,0,0,0
1890271475799847157,0,0,0,0,0,0,0
1890270605779538403,0,0,0,0,0,0,0
1890268476251742596,0,0,0,0,0,0,0
1890267962604695731,0,0,0,0,0,0,0
1890267079061958795,0,0,0,0,0,0,0
1890265396328165477,0,0,0,0,0,0,0
1890262160447848850,0,0,0,0,0,0,0
1890256998228455633,0,0,0,0,0,0,0
1890256497361490125,0,0,0,0,0,0,0
1890255416099238056,0,0,0,0,0,0,0
1890250843439657021,0,0,0,0,0,0,0
1890250179460362455,0,0,0,0,0,0,0
1890249219220599157,0,0,0,0,0,0,0
1890249190791663874,0,0,0,0,0,0,0
1890248839975825621,0,0,0,0,0,0,0
1890246469296570660,0,0,0,0,0,0,0
1890246169600917966,0,0,0,0,0,0,0
1890245697238438370,0,0,0,0,0,0,0
1890245661473534450,0,0,0,0,0,0,0
1890244392927260871,0,0,0,0,0,0,0
1890242723996938270,0,0,0,0,0,0,0
1890242438822027524,0,0,0,0,0,0,0
1890242309532578270,0,0,0,0,0,0,0
1890241830215954869,0,0,0,0,0,0,0
1890238544708501660,0,0,0,0,0,0,0
1890238134539153781,0,0,0,0,0,0,0
1890237269745045848,0,0,0,0,0,0,0
1890236382532210935,0,0,0,0,0,0,0
1890236364198904184,0,0,0,0,0,0,0
1890235312758223242,0,0,0,0,0,0,0
1890232558530752887,0,0,0,0,0,0,0
1890229897605550480,0,0,0,0,0,0,0
1890228679026045039,0,0,0,0,0,0,0
1890225694862622809,0,0,0,0,0,0,0
1890224992870363421,0,0,0,0,0,0,0
1890224931306410278,0,0,0,0,0,0,0
1890224726993486264,0,0,0,0,0,0,0
1890224473711997329,0,0,0,0,0,0,0
1890218715247177897,0,0,0,0,0,0,0
1890218384249483530,0,0,0,0,0,0,0
1890218050210918579,0,0,0,0,0,0,0
1890216372707402018,0,0,0,0,0,0,0
1890216186312589400,0,0,0,0,0,0,0
1890216042691194964,0,0,0,0,0,0,0
1890212494767190304,0,0,0,0,0,0,0
1890210600644669669,0,0,0,0,0,0,0
1890205288575406581,0,0,0,0,0,0,0
1890202720734441532,0,0,0,0,0,0,0
1890200250058699019,0,0,0,0,0,0,0
1890195864418930775,0,0,0,0,0,0,0
1890195699893256600,0,0,0,0,0,0,0
1890195028636758244,0,0,0,0,0,0,0
1890195024534811003,0,0,0,0,0,0,0
1890194289365508199,0,0,0,0,0,0,0
1890190455746527392,0,0,0,0,0,0,0
1890189975788068972,0,0,0,0,0,0,0
1890187170851500079,0,0,0,0,0,0,0
1890183995176227245,0,0,0,0,0,0,0
1890168329681399859,0,0,0,0,0,0,0
1890167489176482059,0,0,0,0,0,0,0
1890166960400507102,0,0,0,0,0,0,0
1890162037906665515,0,0,0,0,0,0,0
1890160360264724564,0,0,0,0,0,0,0
1890159016875356524,0,0,0,0,0,0,0
1890149612348141995,0,0,0,0,0,0,0
1890133791232184521,0,0,0,0,0,0,0
1890112034387443948,0,0,0,0,0,0,0
1890107313387937871,0,0,0,0,0,0,0
1890093400986382792,0,0,0,0,0,0,0
1890091684475859442,0,0,0,0,0,0,0
1890091651437326445,0,0,0,0,0,0,0
1890091636786622771,0,0,0,0,0,0,0
1890090816129102142,0,0,0,0,0,0,0
1890082788197712372,0,0,0,0,0,0,0
1890079843884388511,0,0,0,0,0,0,0
1890079373233123511,0,0,0,0,0,0,0
1890076819782848938,0,0,0,0,0,0,0
1890075199082758469,0,0,0,0,0,0,0
1890072792475083171,0,0,0,0,0,0,0
1890072296871849993,0,0,0,0,0,0,0
1890072121386393917,0,0,0,0,0,0,0
1890072063316300281,0,0,0,0,0,0,0
1890053361799684476,0,0,0,0,0,0,0
1890053243390300597,0,0,0,0,0,0,0
1890048377620160603,0,0,0,0,0,0,0
1890046893708952005,0,0,0,0,0,0,0
1890046477122285701,0,0,0,0,0,0,0
1890044031633375365,0,0,0,0,0,0,0
1890043997089042631,0,0,0,0,0,0,0
1890043769153831199,0,0,0,0,0,0,0
1890043674828079613,0,0,0,0,0,0,0
1890043612135924132,0,0,0,0,0,0,0
1890043297017831550,0,0,0,0,0,0,0
1890043259566911532,0,0,0,0,0,0,0
1890040971595076011,0,0,0,0,0,0,0
1890040856926892443,0,0,0,0,0,0,0
1890040589275852925,0,0,0,0,0,0,0
1890040504353784086,0,0,0,0,0,0,0
1890040126602150364,0,0,0,0,0,0,0
1890039758975635460,0,0,0,0,0,0,0
1890039730546549142,0,0,0,0,0,0,0
1890039547498807520,0,0,0,0,0,0,0
1890039481341976630,0,0,0,0,0,0,0
1890035347117248567,0,0,0,0,0,0,0
1890034642105053265,0,0,0,0,0,0,0
1890034242471735686,0,0,0,0,0,0,0
1890034219684122683,0,0,0,0,0,0,0
1890033543059021894,0,0,0,0,0,0,0
1890033530954285141,0,0,0,0,0,0,0
1890033390780666266,0,0,0,0,0,0,0
1890032761651781756,0,0,0,0,0,0,0
1890031948304932965,0,0,0,0,0,0,0
1890031650077389169,0,0,0,0,0,0,0
1890031211407642824,0,0,0,0,0,0,0
1890030308302745861,0,0,0,0,0,0,0
1890029931910111327,0,0,0,0,0,0,0
1890029836049264976,0,0,0,0,0,0,0
1890029391943795162,0,0,0,0,0,0,0
1890028965320073679,0,0,0,0,0,0,0
1890028363898913231,0,0,0,0,0,0,0
1890027748984496427,0,0,0,0,0,0,0
