,no_5,tweet_id_5,waktu_5,tweet_5,keyword_5,buzzer_5,indicator_5,phrase_5
18,115,1890391124994412754,14/02/2025 20:22:00,"Gw sih gak butuh2 amat makan siang gratis🤣 gw gak butuh yg gratis2, gw berharap pemerintah bener2 fokus ama pendidikan dan ekonomi (2 hal itu kalau udah bagus) ini rakyat juga mampu beli makan bergizi tanpa perlu embel2 gratis",makan siang gratis,0,,
19,121,1890387381473177762,14/02/2025 20:07:00,ya gimana ya??? dikasih 1 keluarga 1 sarjana malah pada milih makan siang gratis sih..,makan siang gratis,0,,
20,122,1890386849685709250,14/02/2025 20:05:00,"Yang kedua kan dicekokin joget sama persona diri, bukan proker luar biasa. Malah gembar-gembor makan siang gratis, hilirisasi jiakhhh fair aja kalau bandingin tiap sektor ky ekonomi, pendidikan, dsb dr tiap paslon,,, paslon ganjil lebih unggul",makan siang gratis,0,,
21,123,1890384302573052091,14/02/2025 19:55:00,"Pejabat Nggk Butuh Makan Siang Gratis..mereka butuh Makan Enak Gratis , Rmh Mewah Gratis , Mobil Sport Gratis hingga Ewe' Cewek Bahenol Gratis 😂🤣..pelesir Luar Negeri Gratis..",makan siang gratis,0,,
22,125,1890383490006274186,14/02/2025 19:52:00,"Meliruskan,..Pendidikan lebih penting dr pada makan siang gratis",makan siang gratis,0,,
23,130,1890381787416744165,14/02/2025 19:45:00,"salah satu penghasilan keluargaku kan dari katering snack dan makan siang buat SD, kalau ada makan siang gratis, dapet duit dari mana? terus guru di SD makan dari mana? terus nasib ibu dapur gimana?😞",makan siang gratis,0,,
24,131,1890381636157517977,14/02/2025 19:44:00,"Kenapa semua anak mesti makan siang gratis? Ga bisa kah,di pilah2, mana yg memang membutuhkan,mana yg tidak,jujur aja,dirumah masih bisa istri masak yg lebih baik,bagi yg ga bisa boleh di bantu sama pemerintah.jadi dana nya bisa lebih dihemat,bukan di ...",makan siang gratis,0,,
25,134,1890379333342019998,14/02/2025 19:35:00,"Makan siang gratis juga menunya jauh dari kata bergizi. Porsinya cuma buat ngelitikin lambung doang. Mohon maaf bukannya ga bersyukur, tapi ini program dipaksain banget gara2 malu, kadung koar2 pas kampanye. Sialan.",makan siang gratis,0,,
26,137,1890377283317256344,14/02/2025 19:27:00,Temen u kalo mau apatis sekalian itu milih yg bakal nguntungin diri sendiri (Imo) 🤣 urgensinya apa mahasiswa milih makan siang gratis wkwk,makan siang gratis,0,,
27,138,1890375222949228795,14/02/2025 19:19:00,"lek pengen isok makan siang gratis lapo ga nggawe program semua jenis sayuran semua jenis daging semua sembako diharga murahkan di baguskan kualitasnya, mulai dari gaji umr yang di settle dengan baik, korupsi yang dihukum seberat beratnya, ini lebih masuk kntol",makan siang gratis,0,,
28,140,1890371159910174967,14/02/2025 19:03:00,Diliat dari sisi manapun makan siang gratis ini jelek. Alasan buat stunting? Lo pikir cuma karena makan siang gratis jadi gak stunting? Emang kebutuhan makan anak cuma 1x? Kocak,makan siang gratis,0,,
29,146,1890367019960168835,14/02/2025 18:46:00,"yakaan, makan siang gratis jg udh jangka pendek, makan biaya gede, mending biaya gede itu alokasiin ke pendidikan yg jangka panjang😭 ya Allah indonesia.... ada capres yg ngadain kesetaraan pendidikan dan 1 keluarga 1 sarjana pdhl, eh yg dipilih malah makan gratis...",makan siang gratis,0,,
30,147,1890366158496268401,14/02/2025 18:43:00,"Makan siang gratis tapi pendidikan nya acak2an, kelaz pake zet!",makan siang gratis,0,,
31,150,1890365287733637477,14/02/2025 18:39:00,"Bukankah pendidikan itu investasi masa depan bangsa, kalau makan gratis to cuma siang malam dan paginya gimana",makan siang gratis,0,,
32,151,1890364005639684361,14/02/2025 18:34:00,"Ngga masuk nalar banget sumpah 😭 i mean kek makan siang gratis cuman berlaku buat mereka siswa sd-sma, yang kuliah kek dianggurin. Knp ngga pilih yg punya program buat ngebenahin pendidikan di indo sih 😭 kalo pendidikan itu pasti mencangkup semua gitu 🥹capek banget perasaan",makan siang gratis,0,,
33,153,1890362466476978490,14/02/2025 18:28:00,"Gak perlu lah ada MBG kalo harus pangkas dana pendidikan. Buat apa ada makan siang gratis kalo ujung-ujungnya banyak yg kehilangan kesempatan buat sekolah. Toh anak jalanan banyak yg gak sekolah, mereka gak dpt makan siang gratis kan?",makan siang gratis,0,,
34,155,1890362063354044718,14/02/2025 18:26:00,"Percuma waktu disekolah dapet makan siang gratis, tapi kalo udah lulus gak bisa dapet beasiswa karena adanya Efisiensi anggaran yg bikin gak bisa ngurus KIP buat yg kurang mampu, dan yg udh kuliah terancam putus kuliahnya karena dana beasiswanya disetop. Jadi sekarang gimana?",makan siang gratis,0,,
35,161,1890357675206078775,14/02/2025 18:09:00,"Jends! Probowo kenapa ya bersikukuh nerapin makan siang gratis tapi malah motong angaran dimana"" iya sih visi misinya tapi ya LIHAT KONDISI LAH 😭 gak asal motong dana buat pendidikan SICK",makan siang gratis,0,,
36,164,1890355929050140913,14/02/2025 18:02:00,Padahal udah keliatan dari koalisi kimplus segede bagong. Ya jelas bagi2 jabatannya bakal lebih banyak. Hasilnya beban apbn besar. Belum lagi soal makan siang gratis macen hajatan tiap hari itu juga beban apbn. Ditambah bayar utang juga ada di berita dari tahun 2023 akhir.,makan siang gratis,0,,
37,168,1890354709963104526,14/02/2025 17:57:00,"Siang anaknya makan gratis, malam dan paginya gatau makan apa. Ortunya kena efisiensi",makan siang gratis,0,,
38,175,1890349400121094280,14/02/2025 17:36:00,"Mending sesuai amanat UU Pendidikan 20% APBN harus diprioritaskan. alihin budget makan siang gratis ke pendidikan. Kabinet gemuk Prabowo juga harus dipangkas kayak Vietnam, soalnya berpotensi boros anggaran Rp39,55-158,21 triliun di 2025.",makan siang gratis,0,,
39,176,1890349397168259260,14/02/2025 17:36:00,"juga ada program populis kayak ibu kota Nusantara (Rp14,4 triliun) & makan siang gratis (Rp71 triliun) tetep jalan, padahal pelayanan publik terancam.",makan siang gratis,0,,
40,177,1890348610132308096,14/02/2025 17:33:00,"Halah pret ndobol, rakyat yang mana??? Temen kerjaku loh Pak milih sampeyan. Gemoy garis keras pada masanya. Eh baru tadi siang ngeluh, ""Aku dari kemarin nggak dapat gas."" ""Anakku nggak dapat makan gratis.""
 
 Terus tak sauri, ""jogetin aja Bu, OK GAS OK GAS."" WKWKWK PUAS",makan siang gratis,0,,
41,178,1890347901060083910,14/02/2025 17:30:00,"Demi makan siang gratis banyak anggaran yang harusnya diprioritaskan malah dikurangi.
 
 padahal makan siang is just yaudah makan doanggg ga bikin kemajuan signifikan terhadap pendidikan,
 juga gabikin anak2 lngsng pinter abis makan siang gratis😭",makan siang gratis,0,,
42,182,1890343086221390094,14/02/2025 17:11:00,"pemerintah: gapapa anak sulung putus kuliah, bapak diphk, ibu susah cari gas yang penting si bontot MAKAN SIANG GRATIS 😄",makan siang gratis,0,,
43,194,1890333980697714774,14/02/2025 16:35:00,"Untuk 1 anak makan siang gratis, keluarganya jadi tidak bisa makan 3 kali sehari",makan siang gratis,0,,
44,196,1890333344400900341,14/02/2025 16:32:00,"Anak- anak di sekolah dpt makan siang gratis setiap hari, akan tetapi tdk memiliki kesempatan untuk lanjut pendidikan. Perut kenyang, tapi masa depan terancam. Niat sekolah untuk memutus rantai kemiskinan, tapi 'terpaksa' merelakan harapannya demi makan siang.
 #PeringatanDarura",makan siang gratis,0,,
45,198,1890329966107132275,14/02/2025 16:19:00,"udh mah makan siang gratis ga merata di seluruh sekolah, makanannya juga kek gaenak, programnya keliatan gagal, eh malah mangkas anggaran negara yg penting anjer indonesia emas apanya ? pendidikan aja ga jadi prioritas",makan siang gratis,0,,
46,199,1890328727747215723,14/02/2025 16:14:00,"ga jelas jobdesc dllnya imo😭😭😭😭 mana pake embel2 langsung pns tapi ntar kalo misal si program makan siang gratis diapus, mau dikemanain 3000 orang yg udah lolos itu??😭",makan siang gratis,0,,
47,200,1890328453062205871,14/02/2025 16:13:00,Even di genshin makan siang gratis cuma ada di benteng meropide alias PENJARA. Kemakan janji manis tai ikan,makan siang gratis,0,,
48,202,1890327811132379267,14/02/2025 16:10:00,"Setuju banget pak. Anak bapak gak kuliah juga berarti nanti pak ya? Emang dosen tu phk aja semua kali ya, buat makan siang gratis anak-anak kita yg belajar dari AI 🥰🥰🥰",makan siang gratis,0,,
49,219,1890321929598562815,14/02/2025 15:47:00,sekolah GW NGADAIN PERCOBAAN MAKAN SIANG GRATIS... 😭😭😭😭 aint no fckin way GAK MAU GW MAKAN YA BYE TAKUT KERACUNAN,makan siang gratis,0,,
50,233,1890312829070188883,14/02/2025 15:11:00,"GOV FORBID ME TO LIVE IN THIS COUNTRY 😂 PADAHAL UDAH NIATIN TINGGAL DI SINI LHO... Makan siang gratis diunggulin HAH PEMIKIRAN PRIMITIF SEKALI! Temen temenku juga, gaji ortu mereka dipotong HINGGA LEBIH DARI 50% Gov really wants use to move countries...",makan siang gratis,0,,
51,236,1890311898807070727,14/02/2025 15:07:00,Gabakal tau???? Padahal jelas banget emang pendidikan bukan fokus utama merekaaaa. Fokus mereka bener bener makan siang gratis& susu gratissss. GAK BACA KAH????? GAK NONTON DEBAT??,makan siang gratis,0,,
52,237,1890311497491915113,14/02/2025 15:05:00,"Stop program makan siang gratis, gentle ngomong ke rakyat minta maaf program ini engga bisa diterusin karena negara ini engga punya uang. Warisan dari presiden sebelumnya itu hutang yang banyak. Kalo bikin janji tuh dipikir dulu, ada engga duitnya, mampu engga negara ini.",makan siang gratis,0,,
53,263,1890297309654909095,14/02/2025 14:09:00,Hanya demi ego malu seseorang. Padahal lebih wibawa kalau membatalkan dan mengaku negara masih belum mampu utk memberi makan siang gratis.,makan siang gratis,0,,
54,269,1890293826545488255,14/02/2025 13:55:00,"Kalo alasannya biar ga stunting, kasih pendidikan pada bumil dan ibu ibu baru, solusinya turunin harga bahan berkualitas, daging, ikan, udang dan kasih vitamin yg bagus di faskes 1 wajib untuk mrk... bukan makan pangkas anggaran trus dikasih makan siang gratis. Bodoh.",makan siang gratis,0,,
55,271,1890290874715894004,14/02/2025 13:43:00,"They don't have the capacity to explain themselves because they chose them based on pure unlogical faith. Berdasarkan kasian prabowo udh tua, gemoy, joget, kucing, makan siang gratis, fomo and etc. Apa itu visi dan misi? Yg penting joget. Yg penting ga jual agama, tp jual joget",makan siang gratis,0,,
56,290,1890280950262820956,14/02/2025 13:04:00,"Makan siang gratis tapi anggaran pendidikan dipangkas, presiden kok otaknya di silit.",makan siang gratis,0,,
57,298,1890279187761754386,14/02/2025 12:57:00,"di pelosok blm tentu dapet? sender percayalah, aku tinggal di tengah kota, adikku masih sekolah, dan mereka blm semua dpt makan siang gratis, aku ditengah kota bukn kabupaten atau bahkan pelosok,jd emg anjg aja dia nder, jngnkan di pelosok,sekolah daerahku aja gatau nasibnya gmn",makan siang gratis,0,,
58,304,1890278395814244676,14/02/2025 12:54:00,"1 orang siswa dapat makan siang gratis sementara di tempat lain 1 keluarga menatap piring kosong krn kepala keluarganya di PHK krn efisiensi anggaran.
 
 Yg tidak prioritas dijadikan prioritas, sekarang beralih ke pendidikan padahal indonesia krisis penyetaraan kualitas pendidikan?",makan siang gratis,0,,
59,308,1890272830912446910,14/02/2025 12:32:00,"Ada yg kehilangan pekerjaan, ada yg kehilangan beasiswa, ada yg susah makan karna gas langka. Segitu mahal ongkosnya, segitu banyak yg dikorbanin. Masih bisa bilang makan siang gratis?",makan siang gratis,0,,
60,309,1890272650678923678,14/02/2025 12:31:00,"dia bs bilang gt krn dia blm ada di fase ortunya kena phk, serumah gabisa makan krn ga kebagian gas, biaya hidup mahal. mungkin dia jg blm kuliah yg mana cm bisa ngandelin kipk dan beasiswa, ukt naik dan satu keluarga yg bisa makan cm adiknya dr makan siang yg ktnya gratis.",makan siang gratis,0,,
61,312,1890272327717572616,14/02/2025 12:30:00,sempit bgt pemikirannya kak makan siang gratis bisa jd solusi alternatif permasalahan siswa bolos😂 udah riset kah faktor siswa bolos itu apa aj? blm tentu jg makanan yg disajikan cocok dgn siswanya😩😩 ada2 aja temennya kak,makan siang gratis,0,,
62,314,1890271698068599009,14/02/2025 12:27:00,"gapapa goblok gapapa ga kuliah yang penting kenyang makan siang gratis, kapan lg makan gratis. MAKAN SIANG GRATIS, syum!",makan siang gratis,0,,
63,316,1890271475799847157,14/02/2025 12:26:00,"Emg dasarnya byk yg bodoh kok. Akses informasi ga sesulit jaman dulu, bpak2 tongkrongan & ibu"" tukang gosip dirumah punya tv yg bisa akses berita terkini. Kesadaran politik? Jelas 0. Paling bodoh lg kalo alasan ""makan siang gratis"" dan ""Gibran ganteng"" + ""jogetin aja""",makan siang gratis,0,,
64,319,1890270605779538403,14/02/2025 12:23:00,"Makan siang gratis ke anak sekolah buat cegah stunting? Ya udah telat tolol, stunting tuh bisa dicegah dengan pemberian nutrisi pada saat bayi masih saat masih janin sampe bayi usia 2 tahun. Coba cek, kayaknya temenmu termasuk stunting deh, soalnya susah buat mikir.",makan siang gratis,0,,
65,324,1890268476251742596,14/02/2025 12:14:00,"Harusnya timpalin juga ""demi makan gratis sang anak, beberapa tulang punggung sudah di rumahkan, jadinya sekeluarga ga bisa sarapan+makan malam, DEMI MAKAN SIANG SANG ANAK GRATIS""",makan siang gratis,0,,
66,328,1890267962604695731,14/02/2025 12:12:00,"Ya sudahlah hutang banyak, programnya makan siang gratis yang banyak makan anggaran, manfaatnya minimal. Ya tambah kacau",makan siang gratis,0,,
67,333,1890267079061958795,14/02/2025 12:09:00,"rasain lah, dikasih pilihan pemimpin yang dari pola pikirnya aja matang begini, kalian yang katanya ""silent majority"" itu nggak mau kan. sekarang ya nikmati aja makan siang gratis itu, pagi dan malamnya lapar ya lapar dah. bego sih, diajakin jadi pintar pun nggak mau kok.",makan siang gratis,0,,
68,339,1890265396328165477,14/02/2025 12:02:00,"Bikin 100 batalyon gw kira mau basmi OPM, ternyata mau kawal makan siang gratis dan ketahanan pangan,sementara subsidi pupuk, benih dan peralatan pertanian dipotong.. 😀😀😁",makan siang gratis,0,,
69,343,1890262160447848850,14/02/2025 11:49:00,"Demi makan siang gratis, segala financial buat kelas bawah dipangkas. Eh pejabatnya malah gk dipangkas.
 
 Enak ya pilihan lu gitu?",makan siang gratis,0,,
70,359,1890256998228455633,14/02/2025 11:29:00,"lebih baik mengakui kampanye ""Makan Siang Gratis"" hanya gimmick dari pada maksain bikin anggaran untuk program yang sudah sangat tidak jelas serta malah memangkas anggaran pendidikan dsb. Mau dibawa kemana arah masa depan bangsa ini?",makan siang gratis,0,,
71,361,1890256497361490125,14/02/2025 11:27:00,"Otaknyaaa ituuu makannnn gratissss ajaa, mauu disuapinnn muluu, ga mau ngerubah hidup yang bisa buat dia makan lebih baik dari pada makan siang gratis yang katanya BERGIZI itu",makan siang gratis,0,,
72,367,1890255416099238056,14/02/2025 11:23:00,"Serius ini otaknya di taro dimana? Iya emang makan gratis enak di sekolah tinggal hap. Tapi liat noh ortu pada lay off, dana pendidikan mahal. Tibang makan siang doang sampe ngorbanin segala hal, ini kebijakan tai sih menurut gue anjing ga ngotak. Yang masi nyebokin otaknya tolol",makan siang gratis,0,,
73,378,1890250843439657021,14/02/2025 11:04:00,"emak gue juga gini anjir, mana berani bgt ngomong ke org² yg kemaren milih 02.. kemaren gas langka juga juga dia ngomong ""lebok tah ku sia makan siang gratis"" 😭",makan siang gratis,0,,
74,380,1890250179460362455,14/02/2025 11:02:00,Sampai sekarang masih gak paham sama yang mengagung-agungkan program makan siang gratis. Kek... Mana mungkin gratis? Belanja bahan2 tuh gak pakai duit kah?,makan siang gratis,0,,
75,381,1890249219220599157,14/02/2025 10:58:00,"never understand kegunaan dari “Makan siang gratis” bagus si untuk anak anak yang kekurangan asupan gizi cuman sebenernya ga perlu karena menurut aku itu cuman menghabiskan pendapatan negara, why not use it for other uses? banyak kok yang bisa di manfaatin.",makan siang gratis,0,,
76,382,1890249190791663874,14/02/2025 10:58:00,"negara isinya koruptor, hukuman cuma sekian tahun, mafia tanah dimana-mana, tukang palak dari baju preman sampe baju resmi, biaya sekolah mahal, lebih mentingin makan siang gratis dari pada pendidikan murah! CRAZY..!!",makan siang gratis,0,,
77,383,1890248839975825621,14/02/2025 10:56:00,"Miris, tujuan makan siang gratis anak sekolah buat nyegah stunting, minimal riset dulu lah pencegahan nya itu harusnya mulai kapani, RIP negaraku",makan siang gratis,0,,
78,391,1890246469296570660,14/02/2025 10:47:00,"Saat program makan siang gratis diusahakan tapi anggaran pendidikan dipangkas adalah sebenar-benarnya definisi abis kenyang, bego.",makan siang gratis,0,,
79,392,1890246169600917966,14/02/2025 10:46:00,"denial bgt wkwkwkwkwk, udh mah tolol ya tolol aja jelas2 dri awal di jembrengin programnya apa aja, dikasi makan siang gratos dan disebut anggarannya berapa masih dipilih itu kan sama aja tolol wkwkwkwk ada program lain dri paslon lawan kasi pendidikan gratis di abaikan, dongo",makan siang gratis,0,,
80,394,1890245697238438370,14/02/2025 10:44:00,"Makan siang gratis, yang mau beli makan untuk keluarga terancam habis, oh iya lupa kan efisiensi, negara hemat rakyat juga hemat.",makan siang gratis,0,,
81,395,1890245661473534450,14/02/2025 10:44:00,"Mangkas biaya pendidikan buat makan siang gratis kah?? Biar kenyang tapi goblok gitu?? Ehh tapi klo ujung2nya ga bisa skolah, ttep aja ga dapet makan siang juga.. Hasil joget2 gemoy",makan siang gratis,0,,
82,398,1890244392927260871,14/02/2025 10:39:00,"1 anak makan siang gratis, 1 keluarga tidak makan malam. orang tua kehilangan pekerjaan karena efisiensi, kakaknya terancam tidak bisa kuliah.",makan siang gratis,0,,
83,403,1890242723996938270,14/02/2025 10:32:00,"Anaknya dpt makan siang gratis, sampai rumah bapak nganggur di pecat.
 
 Dari hati yg paling dalam, pak Prabowo tolong di tunda dulu makan siang gratisnya. Toh mereka jg sudah makan sedari dulu. Dananya untuk pendidikan dan kesehatan saja.",makan siang gratis,0,,
84,404,1890242438822027524,14/02/2025 10:31:00,pencegahan dan perbaikan stunting paling optimal itu pada usia kehamilan sampai usia pertumbuhan dan perkembangan balita 5 tahun. dari kaji kasus aja makan siang gratis ini salah sasaran kalau niatnya memang untuk penanggulangan stunting 🙃,makan siang gratis,0,,
85,405,1890242309532578270,14/02/2025 10:31:00,Kemakan dr gemoy2 itu keknya tanpa dibaca dan disimak apa aja visi misi tu 2 org kedepannya padahal ni kubu paling gjls dr makan siang aja udh aneh presiden tp program kerjanya ngasi makan siang gratis yg mana semua org bisa lakuin hasil tone deaf ini lu pada nyesel kan mampus,makan siang gratis,0,,
86,407,1890241830215954869,14/02/2025 10:29:00,"pernah ada kata2 lucu dari mantan kolegaku yg 02 voters ""makan siang gratis yg paling realistis karena kalo ga makan kita gabisa bertahan"" I WAS LIKE????? sekarang makan tuh makan siang gratis ckck",makan siang gratis,0,,
87,423,1890238544708501660,14/02/2025 10:16:00,"Makan siang gratis, eh malem nya ga makan. Mana cuma anak sekolah doang, anak² yg ga sekolah gimana? Ya kan mereka malah melihara kemiskinan🙃 pendidikan dan kesehatan tuh kek penting bgt kan harusnya",makan siang gratis,0,,
88,424,1890238134539153781,14/02/2025 10:14:00,Ga semua murid juga butuh makan siang gratis. Malah yg bawa bekal mungkin lebih bergizi dari yg gratis 10rb itu. Progam ini sepertinya hanya utk cari muka.,makan siang gratis,0,,
89,427,1890237269745045848,14/02/2025 10:10:00,"Efisiensi anggaran untuk suksesnya program makan siang gratis tidak prnah diucapkan saat kampanye. Kemudian beginilah adanya, semua kena imbasnya.
 Fokus hanya kepada makan siang (gratis), para pemilih tidak memikirkan dari mana uangnya, bagaimana caranya, bersihkah pengelolaannya",makan siang gratis,0,,
90,428,1890236382532210935,14/02/2025 10:07:00,ada yang siang makan gratis malemnya nggak makan karna bapaknya kena phk,makan siang gratis,0,,
91,429,1890236364198904184,14/02/2025 10:07:00,"HAHAHAHA RELATE. Ibuk gue dari awal coblosan jga udah misuh² wkwk dan 3 hari belakangan ini, bapak gue ikutan misuh jga anjeng karna tau dana istimewa DIY dipotong separo krna dampak makan siang gratis jdi usulan program kerjaan kantornya keganggu wkwkwk ril mumet",makan siang gratis,0,,
92,435,1890235312758223242,14/02/2025 10:03:00,SEHARUSNYA DARI DULU UDH NAIK. PENDIDIKAN NOMOR SATU. PENDIDIKAN YANG DIPERLUKAN BUKAN MAKAN SIANG GRATIS YANG TIDAK BERGUNA,makan siang gratis,0,,
93,441,1890232558530752887,14/02/2025 9:52:00,masa anaknya dapet makan siang gratis tapi orangtuanya ga punya gaji yang memadai kehidupan sehari2nya dan lo masih nganggep itu bagus TOLONG DONG PIKIR PLEASE LO PUNYA OTAK KENAPA GA DIPAKE,makan siang gratis,0,,
94,451,1890229897605550480,14/02/2025 9:41:00,"woi ak ngomong gini sama temenku dia malah bilang ""gabisa dibilang makan siang jadi ee ajaa itu berguna"" goblok, lu siang doang makan gratis malamnya juga butuh duit buat makan sendiri pukimakkk",makan siang gratis,0,,
95,454,1890228679026045039,14/02/2025 9:36:00,Obsesi nya terhadap MBG hingga mengorbankan efisiensi anggaran besar2an buat kementerian dan lain sebagainya is WILD. Anak2 dapat makan siang gratis di sekolah tapi saat makan malam orang tua mereka mendapat kehilangan pekerjaan. Fr ini sudah ga masuk akal!,makan siang gratis,0,,
96,457,1890225694862622809,14/02/2025 9:24:00,"Dri awal udh dibilang makan gratis cm bkal abisin anggaran sifatnya konsumtif dananya besar habis g tau kmna + gizi nya juga belum tentu ke kontrol. Disuruh ditimbang ulang dipikir baik, malah ngeyel mkn siang itu perlu iya perlu tap kalo biayai smua ank negara abis duitnya blok",makan siang gratis,0,,
97,460,1890224992870363421,14/02/2025 9:22:00,Modal dikasih subsidi listrik 2 bulan aja luluh! terus PPN 11% juga karna ada DPP nilai lain jadinya masih 11% palingan bentar lagi perhitungan DPP nilai lainnya diilangin. Terus lagi makan siang gratis buset dah gak liat itu lauk-lauknya lebih mirip nasi buat kucing?,makan siang gratis,0,,
98,461,1890224931306410278,14/02/2025 9:21:00,"aku ga terlalu mendalami terkait effisiensi di negara ini kann. tp senangkep aku tuh berarti imbas dari kebijakan ini tuh orang tua kena phk, kakak putus kuliah, demi adik makan siang gratis di sekolah gitu kann?",makan siang gratis,0,,
99,462,1890224726993486264,14/02/2025 9:21:00,"Baru kali ini marah, kesel, ga habis pikir sejadi jadinya sama presiden dan pemerintah negeri ini. Pikiran mangkas dana dari beasiswa pendidikan DEMI makan siang gratis tuh pasti pas lagi mabok kecubung ya?😭",makan siang gratis,0,,
100,463,1890224473711997329,14/02/2025 9:20:00,"Jepang waktu kalah perang, yg pertama kali di bangun pendidikanya, hasilnya liat aja skrg negaranya maju. lah indonesia skrg lebih pilih pangkas anggaran pendidikan dibanding makan siang gratis. fix pemerintah bukan mau cetak generasi emas,tapi mau bikin generasi kenyang bego",makan siang gratis,0,,
101,471,1890218715247177897,14/02/2025 8:57:00,"Phk di kementerian tuh masa dibilang gak hancur pak? Sampe ada slogan ""anaknya dikasih makan siang gratis, orang tuanya di phk""",makan siang gratis,0,,
102,473,1890218384249483530,14/02/2025 8:55:00,"Gw punya tetangga yg dia tuh ga punya anak sekolah. Trus pas si ono menang dia nanya ""kpn makan siang gratis?"" Trus dijawab lah itu kan program utk pelajar. Dia bereaksi ""ohh buat anak sekolah? Terus buat yg tua-tua apa atuh bantuannya?""
 
 See??? Silahkan menilai :) ",makan siang gratis,0,,
103,474,1890218050210918579,14/02/2025 8:54:00,"indonesia emas itu cuma wacana doang, kalo emg pemerintah serius sama indonesia emas, ga akan tuh pendidikan di nomor sekian giliran makan siang gratis jd prioritas 🤣
 lu pd cuma di bego begoin sama pemerintah, cm di ksh harapan palsu, pdhl mrk gada niatan mencerdaskan bangsa",makan siang gratis,0,,
